繁體	简体	音標	註釋	聲	韻	調							
掫	掫	t͡sʰə̞ʊ̯˧˥	動詞，表示推，又作（搊）（𫼝）	t͡sʰ	ə̞ʊ̯	˧˥							
搊	𫼝	t͡sʰə̞ʊ̯˧˥	動詞，表示推，又作（掫）（𫼝）	t͡sʰ	ə̞ʊ̯	˧˥							
抽	抽	t͡sʰə̞ʊ̯˧˥		t͡sʰ	ə̞ʊ̯	˧˥							
醜	丑	t͡sʰə̞ʊ̯˦˨		t͡sʰ	ə̞ʊ̯	˦˨							
綢	绸	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
稠	稠	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
籌	筹	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
疇	畴	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
紂	纣	t͡sə̞ʊ̯˩˧		t͡s	ə̞ʊ̯	˩˧							
葤	荮	t͡sə̞ʊ̯˩˧		t͡s	ə̞ʊ̯	˩˧							
䈙	䈙	t͡sə̞ʊ̯˩˧		t͡s	ə̞ʊ̯	˩˧							
宙	宙	t͡sə̞ʊ̯˩˧		t͡s	ə̞ʊ̯	˩˧							
鄒	邹	t͡sə̞ʊ̯˧˥		t͡s	ə̞ʊ̯	˧˥							
皺	皱	t͡sɔŋ˩˧		t͡s	ɔŋ	˩˧							
縐	绉	t͡sɔŋ˩˧		t͡s	ɔŋ	˩˧							
𢶲	𢶲	t͡sʰə̞ʊ̯˧˩	攪拌	t͡sʰ	ə̞ʊ̯	˧˩							
愁	愁	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
驟	骤	t͡sʰə̞ʊ̯˩˧		t͡sʰ	ə̞ʊ̯	˩˧							
餿	馊	sə̞ʊ̯˧˥		s	ə̞ʊ̯	˧˥							
搜	搜	sə̞ʊ̯˧˥		s	ə̞ʊ̯	˧˥							
㲙	㲙	sə̞ʊ̯˧˥		s	ə̞ʊ̯	˧˥							
颼	飕	sə̞ʊ̯˧˥		s	ə̞ʊ̯	˧˥							
蒐	搜	sə̞ʊ̯˧˥		s	ə̞ʊ̯	˧˥							
瘦	瘦	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
潄	潄	su̜˩˧		s	u̜	˩˧							
漱	漱	su̜˩˧		s	u̜	˩˧							
周	周	t͡sə̞ʊ̯˧˥		t͡s	ə̞ʊ̯	˧˥							
舟	舟	t͡sə̞ʊ̯˧˥		t͡s	ə̞ʊ̯	˧˥							
洲	洲	t͡sə̞ʊ̯˧˥		t͡s	ə̞ʊ̯	˧˥							
州	州	t͡sə̞ʊ̯˧˥		t͡s	ə̞ʊ̯	˧˥							
帚	帚	t͡sə̞ʊ̯˦˨		t͡s	ə̞ʊ̯	˦˨							
咒	咒	t͡sə̞ʊ̯˩˧		t͡s	ə̞ʊ̯	˩˧							
臭	臭	t͡sʰə̞ʊ̯˩˧		t͡sʰ	ə̞ʊ̯	˩˧							
收	收	sə̞ʊ̯˧˥		s	ə̞ʊ̯	˧˥							
手	手	sə̞ʊ̯˦˨		s	ə̞ʊ̯	˦˨							
首	首	sə̞ʊ̯˦˨		s	ə̞ʊ̯	˦˨							
守	守	sə̞ʊ̯˦˨		s	ə̞ʊ̯	˦˨							
狩	狩	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
獸	兽	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
讎	雠	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
酬	酬	t͡sʰə̞ʊ̯˧˩		t͡sʰ	ə̞ʊ̯	˧˩							
受	受	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
壽	寿	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
授	授	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
售	售	sə̞ʊ̯˩˧		s	ə̞ʊ̯	˩˧							
柔	柔	zə̞ʊ̯˧˩		z	ə̞ʊ̯	˧˩							
揉	揉	zə̞ʊ̯˧˩		z	ə̞ʊ̯	˧˩							
糅	糅	zə̞ʊ̯˧˩		z	ə̞ʊ̯	˧˩							
鳩	鸠	t͡ɕi̯ə̞ʊ̯˧˥		t͡ɕ	i̯ə̞ʊ̯	˧˥							
鬮	阄	t͡ɕi̯ə̞ʊ̯˧˥		t͡ɕ	i̯ə̞ʊ̯	˧˥							
九	九	t͡ɕi̯ə̞ʊ̯˦˨		t͡ɕ	i̯ə̞ʊ̯	˦˨							
久	久	t͡ɕi̯ə̞ʊ̯˦˨		t͡ɕ	i̯ə̞ʊ̯	˦˨							
韭	韭	t͡ɕi̯ə̞ʊ̯˦˨		t͡ɕ	i̯ə̞ʊ̯	˦˨							
灸	灸	t͡ɕi̯ə̞ʊ̯˧˥		t͡ɕ	i̯ə̞ʊ̯	˧˥							
究	究	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
救	救	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
丘	丘	t͡ɕʰi̯ə̞ʊ̯˧˥		t͡ɕʰ	i̯ə̞ʊ̯	˧˥							
求	求	t͡ɕʰi̯ə̞ʊ̯˧˩		t͡ɕʰ	i̯ə̞ʊ̯	˧˩							
逑	逑	t͡ɕʰi̯ə̞ʊ̯˧˩		t͡ɕʰ	i̯ə̞ʊ̯	˧˩							
䟵	䟵	t͡ɕʰi̯ə̞ʊ̯˧˩		t͡ɕʰ	i̯ə̞ʊ̯	˧˩							
皳	皳	t͡ɕʰi̯ə̞ʊ̯˧˩		t͡ɕʰ	i̯ə̞ʊ̯	˧˩							
球	球	t͡ɕʰi̯ə̞ʊ̯˧˩		t͡ɕʰ	i̯ə̞ʊ̯	˧˩							
仇	仇	t͡sʰə̞ʊ̯˧˩		t͡sʰ	i̯ə̞ʊ̯	˧˩							
舅	舅	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
臼	臼	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
咎	咎	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
舊	旧	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
柩	柩	t͡ɕi̯ə̞ʊ̯˩˧		t͡ɕ	i̯ə̞ʊ̯	˩˧							
牛	牛	l̃i̯ə̞ʊ̯˧˩		l̃	i̯ə̞ʊ̯	˧˩							
休	休	ɕi̯ə̞ʊ̯˧˥		ɕ	i̯ə̞ʊ̯	˧˥							
朽	朽	ɕi̯ə̞ʊ̯˦˨		ɕ	i̯ə̞ʊ̯	˦˨							
嗅	嗅	ɕi̯ə̞ʊ̯˩˧		ɕ	i̯ə̞ʊ̯	˩˧							
憂	忧	jə̞ʊ̯˧˥		j	i̯ə̞ʊ̯	˧˥							
優	优	jə̞ʊ̯˧˥		j	i̯ə̞ʊ̯	˧˥							
尤	尤	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
偤	偤	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
蝣	蝣	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
斿	斿	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
𨒰	𨒰	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
䍃	䍃	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
猷	猷	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
𣔴	𣔴	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
郵	邮	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
有	有	jə̞ʊ̯˦˨		j	i̯ə̞ʊ̯	˦˨							
友	友	jə̞ʊ̯˦˨		j	i̯ə̞ʊ̯	˦˨							
又	又	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
酭	酭	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
𩑣	𬱔	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
𬱔	𬱔	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
𥁓	𥁓	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
𦳩	𦳩	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
𤴨	𤴨	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
䞥	䞥	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
姷	姷	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
囿	囿	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
侑	侑	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
佑	佑	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
右	右	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
宥	宥	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
祐	祐	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
油	油	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
遊	游	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
悠	悠	jə̞ʊ̯˧˥		j	i̯ə̞ʊ̯	˧˥							
𮈄	𮈄	jə̞ʊ̯˧˥	缠住	j	i̯ə̞ʊ̯	˧˥							
攸	攸	jə̞ʊ̯˧˥		j	i̯ə̞ʊ̯	˧˥							
猶	犹	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
由	由	jə̞ʊ̯˧˩		j	i̯ə̞ʊ̯	˧˩							
酉	酉	jə̞ʊ̯˦˨		j	i̯ə̞ʊ̯	˦˨							
莠	莠	jə̞ʊ̯˦˨		j	i̯ə̞ʊ̯	˦˨							
誘	诱	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
釉	釉	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
柚	柚	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
彪	彪	pi̯ɑʊ̯˧˥		p	i̯ɑʊ̯	˧˥							
謬	謬	mᵇi̯ɑʊ̯˩˧		mᵇ	i̯ɑʊ̯	˩˧							
丟	丢	ti̯ə̞ʊ̯˧˥		t	i̯ə̞ʊ̯	˧˥							
糾	纠	t͡ɕi̯ə̞ʊ̯˧˥		t͡ɕ	i̯ə̞ʊ̯	˧˥							
幽	幽	jə̞ʊ̯˧˥		j	i̯ə̞ʊ̯	˧˥							
幼	幼	jə̞ʊ̯˩˧		j	i̯ə̞ʊ̯	˩˧							
耽	耽	tɑ̟n˧˥		t	ɑ̟n	˧˥							
貪	贪	tʰɑ̟n˧˥		tʰ	ɑ̟n	˧˥							
探	探	tʰɑ̟n˧˥		tʰ	ɑ̟n	˧˥							
撢	撢	tʰɑ̟n˧˥		tʰ	ɑ̟n	˧˥							
嗿	𰇲	tʰɑ̟n˦˨		tʰ	ɑ̟n	˦˨							
忐	忐	tʰɑ̟n˦˨		tʰ	ɑ̟n	˦˨							
𰇲	𰇲	tʰɑ̟n˦˨		tʰ	ɑ̟n	˦˨							
䏙	䏙	tʰɑ̟n˦˨		tʰ	ɑ̟n	˦˨							
覃	覃	tʰɑ̟n˧˩		tʰ	ɑ̟n	˧˩							
覃	覃	t͡ɕʰin˧˩	姓氏讀音主要分在在廣西	t͡ɕʰ	in	˧˩							
潭	潭	tʰɑ̟n˧˩		tʰ	ɑ̟n	˧˩							
譚	谭	tʰɑ̟n˧˩		tʰ	ɑ̟n	˧˩							
南	南	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
煵	煵	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
㣮	㣮	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
喃	喃	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
㑲	㑲	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
楠	楠	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
男	男	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
婪	婪	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
腩	腩	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
揇	揇	l̃ɑ̟n˦˨		l̃	ɑ̟n	˦˨							
𢷁	𢷁	l̃ɑ̟n˦˨		l̃	ɑ̟n	˦˨							
簪	簪	t͡sɑ̟n˧˥		t͡s	ɑ̟n	˧˥							
參	参	t͡sʰɑ̟n˧˥		t͡sʰ	ɑ̟n	˧˥							
摻	掺	t͡sʰɑ̟n˧˥		t͡sʰ	ɑ̟n	˧˥							
慘	惨	t͡sʰɑ̟n˦˨		t͡sʰ	ɑ̟n	˦˨							
蠶	蚕	t͡sʰɑ̟n˧˩		t͡sʰ	ɑ̟n	˧˩							
感	感	kɑ̟n˦˨		k	ɑ̟n	˦˨							
堪	堪	kʰɑ̟n˧˥		kʰ	ɑ̟n	˧˥							
龕	龛	kʰɑ̟n˧˥		kʰ	ɑ̟n	˧˥							
坎	坎	kʰɑ̟n˦˨		kʰ	ɑ̟n	˦˨							
勘	勘	kʰɑ̟n˧˥		kʰ	ɑ̟n	˧˥							
含	含	xɑ̟n˧˩		x	ɑ̟n	˧˩							
筨	筨	xɑ̟n˧˩		x	ɑ̟n	˧˩							
莟	莟	xɑ̟n˧˩		x	ɑ̟n	˧˩							
菡	菡	xɑ̟n˧˩		x	ɑ̟n	˧˩							
函	函	xɑ̟n˧˩		x	ɑ̟n	˧˩							
撼	撼	xɑ̟n˩˧		x	ɑ̟n	˩˧							
喑	喑	ŋɑ̟n˧˥		ŋ	ɑ̟n	˧˥							
鵪	鹌	ŋɑ̟n˧˥		ŋ	ɑ̟n	˧˥							
庵	庵	ŋɑ̟n˧˥		ŋ	ɑ̟n	˧˥							
諳	谙	ŋɑ̟n˧˥	文讀音	ŋ	ɑ̟n	˧˥							
諳	谙	ŋɑ̟n˧˩	白讀，表示推測，估計	ŋ	ɑ̟n	˧˩							
暗	暗	ŋɑ̟n˩˧		ŋ	ɑ̟n	˩˧							
儋	儋	tɑ̟n˧˥		t	ɑ̟n	˧˥							
聸	聸	tɑ̟n˧˥		t	ɑ̟n	˧˥							
甔	甔	tɑ̟n˧˥		t	ɑ̟n	˧˥							
擔	担	tɑ̟n˧˥		t	ɑ̟n	˧˥							
膽	胆	tɑ̟n˦˨		t	ɑ̟n	˦˨							
擔	担	tɑ̟n˩˧		t	ɑ̟n	˩˧							
泹	泹	tɑ̟n˦˨	1:～水，表示一種鹵水，用於點豆花。2.作動詞，表示用開水或鹽水短暫浸泡	t	ɑ̟n	˦˨							
坍	坍	tʰɑ̟n˧˥		tʰ	ɑ̟n	˧˥							
毯	毯	tʰɑ̟n˦˨		tʰ	ɑ̟n	˦˨							
甔	甔	tɑ̟n˩˧		t	ɑ̟n	˩˧							
痰	痰	tʰɑ̟n˧˩		tʰ	ɑ̟n	˧˩							
㷋	㷋	tʰɑ̟n˧˩		tʰ	ɑ̟n	˧˩							
談	谈	tʰɑ̟n˧˩		tʰ	ɑ̟n	˧˩							
淡	淡	tɑ̟n˩˧		t	ɑ̟n	˩˧							
啖	啖	tɑ̟n˩˧		t	ɑ̟n	˩˧							
啖	啖	tɑɪ̯˦˨	白讀,表示吃或飲的意思如:~一口水意為喝水。俗字可作(𠯪)	t	ɑɪ̯	˦˨							
藍	蓝	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
籃	篮	l̃ɑ̟n˧˩		l̃	ɑ̟n	˧˩							
欖	榄	l̃ɑ̟n˦˨		l̃	ɑ̟n	˦˨							
攬	揽	l̃ɑ̟n˦˨		l̃	ɑ̟n	˦˨							
灠	𰜐	l̃ɑ̟n˦˨	作動詞，表示用鹽漬，以利於保存。又作（漤)（𰜐)	l̃	ɑ̟n	˦˨							
漤	漤	l̃ɑ̟n˦˨	作動詞，表示用鹽漬，以利於保存。又作（灠)（𰜐)	l̃	ɑ̟n	˦˨							
𰜐	𰜐	l̃ɑ̟n˦˨	作動詞，表示用鹽漬，以利於保存。又作（漤)（灠)	l̃	ɑ̟n	˦˨							
覽	览	l̃ɑ̟n˦˨		l̃	ɑ̟n	˦˨							
纜	缆	l̃ɑ̟n˦˨		l̃	ɑ̟n	˦˨							
濫	滥	l̃ɑ̟n˩˧		l̃	ɑ̟n	˩˧							
糌	糌	t͡sɑ̟n˧˥		t͡sʰ	ɑ̟n	˧˥							
慚	惭	t͡sʰɑ̟n˧˩		t͡sʰ	ɑ̟n	˧˩							
暫	暂	t͡sɑ̟n˩˧		t͡s	ɑ̟n	˩˧							
𧈵	𧈵	sɑ̟n˧˥	䗔～兒：指螳螂	s	ɑ̟n	˧˥							
三	三	sɑ̟n˧˥		s	ɑ̟n	˧˥							
柑	柑	kɑ̟n˧˥		k	ɑ̟n	˧˥							
泔	泔	kɑ̟n˧˥		k	ɑ̟n	˧˥							
甘	甘	kɑ̟n˧˥	甘蔗	k	ɑ̟n	˧˥							
敢	敢	kɑ̟n˦˨		k	ɑ̟n	˦˨							
橄	橄	kɑ̟n˦˨	橄欖	k	ɑ̟n	˦˨							
瞰	瞰	kʰɑ̟n˩˧		kʰ	ɑ̟n	˩˧							
𣊟	𣊟	kʰɑ̟n˩˧		kʰ	ɑ̟n	˩˧							
𪉿	𪉿	kʰɑ̟n˩˧		kʰ	ɑ̟n	˩˧							
闞	阚	kʰɑ̟n˩˧		kʰ	ɑ̟n	˩˧							
蚶	蚶	xɑ̟n˧˥		x	ɑ̟n	˧˥							
憨	憨	xɑ̟n˧˥		x	ɑ̟n	˧˥							
㶰	㶰	xɑ̟n˧˥	用文炖食物火，加热	x	ɑ̟n	˧˥							
喊	喊	xɑ̟n˦˨		x	ɑ̟n	˦˨							
邯	邯	xɑ̟n˧˩		x	ɑ̟n	˧˩							
酣	酣	xɑ̟n˧˥		x	ɑ̟n	˧˥							
站	站	t͡sɑ̟n˩˧	車站	t͡s	ɑ̟n	˩˧							
賺	赚	t͡swɑ̟n˩˧	錯	t͡s	wɑ̟n	˩˧							
斬	斩	t͡sɑ̟n˦˨		t͡s	ɑ̟n	˦˨							
蘸	蘸	t͡sɑ̟n˩˧		t͡s	ɑ̟n	˩˧							
讒	谗	t͡sʰɑ̟n˧˩		t͡sʰ	ɑ̟n	˧˩							
饞	馋	t͡sʰɑ̟n˩˧	打～嘴：指挑撥	t͡sʰ	ɑ̟n	˩˧							
穇	穇	sɑ̟n˧˥		s	ɑ̟n	˧˥							
縿	𰬪	sɑ̟n˧˥		s	ɑ̟n	˧˥							
芟	芟	sɑ̟n˧˥		s	ɑ̟n	˧˥							
衫	衫	sɑ̟n˧˥		s	ɑ̟n	˧˥							
彡	彡	sɑ̟n˧˥		s	ɑ̟n	˧˥							
𰬪	𰬪	sɑ̟n˧˥		s	ɑ̟n	˧˥							
𥘎	𥘎	sɑ̟n˧˥		s	ɑ̟n	˧˥							
𩌰	𩌰	sɑ̟n˧˥		s	ɑ̟n	˧˥							
杉	杉	sɑ̟n˧˥		s	ɑ̟n	˧˥							
尷	尴	kɑ̟n˧˥		k	ɑ̟n	˧˥							
減	减	t͡ɕi̯ɐ̝n˦˨		t͡ɕ	i̯ɐ̝n	˦˨							
鹻	鹻	t͡ɕi̯ɐ̝n˦˨		t͡ɕ	i̯ɐ̝n	˦˨							
鹹	咸	xɑ̟n˧˩	白讀	x	ɑ̟n	˧˩							
鹹	咸	ɕi̯ɐ̝n˧˩	文讀	ɕ	i̯ɐ̝n	˧˩							
陷	陷	xɑ̟n˩˧	白讀	x	ɑ̟n	˩˧							
陷	陷	ɕi̯ɐ̝n˩˧	文讀	ɕ	i̯ɐ̝n	˩˧							
攙	搀	t͡sʰɑ̟n˧˥		t͡sʰ	ɑ̟n	˧˥							
懺	忏	t͡sʰɑ̟n˩˧		t͡sʰ	ɑ̟n	˩˧							
監	监	t͡ɕi̯ɐ̝n˧˥		k	i̯ɐ̝n	˧˥							
鑒	鉴	t͡ɕi̯ɐ̝n˩˧		k	i̯ɐ̝n	˩˧							
嵌	嵌	t͡ɕʰi̯ɐ̝n˩˧		kʰ	i̯ɐ̝n	˩˧							
黯	黯	ŋɑ̟n˩˧		ŋ	ɑ̟n	˩˧							
巖	岩	ŋɑɪ̯˧˩		ŋ	ɑɪ̯	˧˩							
銜	衔	xɑ̟n˧˩		x	ɑ̟n	˧˩							
銜	衔	ɕi̯ɐ̝n˧˩	文讀	ɕ	i̯ɐ̝n	˧˩							
艦	舰	t͡ɕi̯ɐ̝n˩˧		t͡ɕ	i̯ɐ̝n	˩˧							
貶	贬	pi̯ɐ̝n˦˨		p	i̯ɐ̝n	˧˥							
黏	粘	l̃i̯ɑ˧˥	白讀，俗字作（𪐀）	l̃	i̯ɑ	˧˥							
黏	粘	t͡sɑ̟n˧˥		t͡s	ɑ̟n	˧˥							
𪐀	𪐀	l̃i̯ɑ˧˥	俗字，表示粘貼，黏住，過於親昵之意。本字或作（黏，粘）白讀音	l̃	i̯ɑ	˧˥							
黏	粘	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
廉	廉	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
鐮	镰	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
簾	帘	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
奩	奁	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
斂	敛	l̃i̯ɐ̝n˦˨		l̃	i̯ɐ̝n	˦˨							
殮	殓	l̃i̯ɐ̝n˩˧		l̃	i̯ɐ̝n	˩˧							
尖	尖	t͡ɕi̯ɐ̝n˧˥		t͡ɕ	i̯ɐ̝n	˧˥							
殲	歼	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
籤	签	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
簽	签	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
僉	佥	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
潛	潜	t͡ɕʰi̯ɐ̝n˧˩		t͡ɕʰ	i̯ɐ̝n	˧˩							
漸	渐	t͡ɕi̯ɐ̝n˩˧		t͡ɕ	i̯ɐ̝n	˩˧							
暹	暹	ɕi̯ɐ̝n˧˥		ɕ	i̯ɐ̝n	˧˥							
纖	纤	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
縴	纤	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
沾	沾	t͡sɑ̟n˧˥		t͡s	ɑ̟n	˧˥							
霑	沾	t͡sɑ̟n˧˥		t͡s	ɑ̟n	˧˥							
粘	粘	t͡sɑ̟n˧˥		t͡s	ɑ̟n	˧˥							
粘	粘	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
粘	粘	l̃i̯ɑ˧˥	白讀，俗字作（𪐀）	l̃	i̯ɑ	˧˥							
瞻	瞻	t͡sɑ̟n˧˥		t͡s	ɑ̟n	˧˥							
佔	占	t͡sɑ̟n˩˧		t͡s	ɑ̟n	˩˧							
占	占	t͡sɑ̟n˩˧		t͡s	ɑ̟n	˩˧							
陝	陕	sɑ̟n˦˨		s	ɑ̟n	˦˨							
閃	闪	sɑ̟n˦˨	閃爍	s	ɑ̟n	˦˨							
蟾	蟾	sɑ̟n˧˩		s	ɑ̟n	˧˩							
棎	棎	sɑ̟n˧˩		s	ɑ̟n	˧˩							
撏	挦	ɕi̯ɐ̝n˧˩		ɕ	i̯ɐ̝n	˧˩							
贍	赡	sɑ̟n˩˧		s	ɑ̟n	˩˧							
染	染	zɑ̟n˦˨		z	ɑ̟n	˦˨							
冉	冉	zɑ̟n˦˨		z	ɑ̟n	˦˨							
髥	髥	zɑ̟n˩˧		z	ɑ̟n	˩˧							
檢	检	t͡ɕi̯ɐ̝n˦˨		t͡ɕ	i̯ɐ̝n	˦˨							
瞼	睑	t͡ɕi̯ɐ̝n˦˨		t͡ɕ	i̯ɐ̝n	˦˨							
臉	脸	l̃i̯ɐ̝n˦˨		l̃	i̯ɐ̝n	˦˨							
鉗	钳	t͡ɕʰi̯ɐ̝n˧˩		t͡ɕʰ	i̯ɐ̝n	˧˩							
黔	黔	t͡ɕʰi̯ɐ̝n˧˩		t͡ɕʰ	i̯ɐ̝n	˧˩							
儉	俭	t͡ɕi̯ɐ̝n˦˨		t͡ɕ	i̯ɐ̝n	˦˨							
驗	验	l̃i̯ɐ̝n˩˧		l̃	i̯ɐ̝n	˩˧							
險	险	ɕi̯ɐ̝n˦˨		ɕ	i̯ɐ̝n	˦˨							
淹	淹	ŋɑ̟n˧˥		ŋ	ɑ̟n	˧˥							
淹	淹	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
剦	剦	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
閹	阉	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
醃	腌	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
腌	腌	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
掩	掩	jɐ̝n˦˨		j	i̯ɐ̝n	˦˨							
魘	魇	jɐ̝n˦˨		j	i̯ɐ̝n	˦˨							
𦖠	𦖠	jɐ̝n˦˨		j	i̯ɐ̝n	˦˨							
𤍢	𤍢	jɐ̝n˩˧		j	i̯ɐ̝n	˩˧							
厭	厌	jɐ̝n˩˧		j	i̯ɐ̝n	˩˧							
炎	炎	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
鹽	盐	jɐ̝n˧˩		j	i̯ɐ̝n	˧˩							
閻	阎	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
簷	檐	jɐ̝n˧˩		j	i̯ɐ̝n	˧˩							
艷	艷	jɐ̝n˩˧		j	i̯ɐ̝n	˩˧							
焰	焰	jɐ̝n˩˧		j	i̯ɐ̝n	˩˧							
劍	剑	t͡ɕi̯ɐ̝n˩˧		t͡ɕ	i̯ɐ̝n	˩˧							
欠	欠	t͡ɕʰi̯ɐ̝n˩˧		t͡ɕʰ	i̯ɐ̝n	˩˧							
嚴	严	l̃i̯ɐ̝n˧˩		l̃	i̯ɐ̝n	˧˩							
儼	俨	l̃i̯ɐ̝n˦˨		l̃	i̯ɐ̝n	˦˨							
釅	酽	l̃i̯ɐ̝n˩˧	形容詞，用來形容荼，酒等飲料味濃厚	l̃	i̯ɐ̝n	˩˧							
鍁	锨	ɕi̯ɐ̝n˧˥		ɕ	i̯ɐ̝n	˧˥							
崦	崦	jɐ̝n˧˥		j	i̯ɐ̝n	˧˥							
敁	敁	ti̯ɐ̝n˧˥		t	i̯ɐ̝n	˧˥							
掂	掂	ti̯ɐ̝n˧˥		t	i̯ɐ̝n	˧˥							
點	点	ti̯ɐ̝n˦˨		t	i̯ɐ̝n	˦˨							
墊	垫	ti̯ɐ̝n˩˧		t	i̯ɐ̝n	˩˧							
店	店	ti̯ɐ̝n˩˧		t	i̯ɐ̝n	˩˧							
