□	piaŋ	55	金～：石榴	
□	pu	55	用手抓散狀物	
□	pə̃	55	弄，搞	
兵	piɪŋ	55		
冰	piɪŋ	55		
包	pɐɯ	55		
卑	pei	55		
奔	pəŋ	55		
屄	pi	55		
崩	pɔŋ	55		
巴	pɑ	55	～黎	
幫	pɔŋ	55		
彪	piɐɯ	55		
彬	piɪŋ	55		
彼	pei	55		
悲	pei	55		
扳	paŋ	55		
搒	piaŋ	55	東～西曳：東拉西扯	
斑	paŋ	55		
杯	pei	55		
標	piɐɯ	55	目～	
檳	piɪŋ	55		
波	pu	55		
浜	pɔŋ	55		
玻	pu	55		
班	paŋ	55		
疤	pɑ	55		
碑	pei	55		
編	piẽ	55		
背	pei	55	用肩背	
胞	pɐɯ	55		
膘	piɐɯ	55		
芭	pɑ	55		
菠	pu	55		
賓	piɪŋ	55		
跛	pu	55		
邊	piẽ	55		
邦	pɔŋ	55		
鞭	piẽ	55		
頒	paŋ	55		
鬢	piɪŋ	55		
□	pʰu	55	吹滅	
枹	pʰɐɯ	55	柚	
喷	pʰəŋ	55	聞；吻	
□	pʰəŋ	55	～柑：一種柑	
丕	pʰei	55		
偏	pʰiẽ	55		
噴	pʰəŋ	55	～農藥	
坡	pʰu	55		
坯	pʰei	55		
批	pʰie	55		
批	pʰi	55		
拋	pʰɐɯ	55		
拼	pʰiɪŋ	55	～命	
攀	pʰaŋ	55		
敷	pʰuɤ	55		
泡	pʰɐɯ	55	松軟	
漂	pʰiɐɯ	55	～浮，～白粉，～亮	
潘	pʰə̃	55	姓	
烹	pʰiaŋ	55		
篇	pʰiẽ	55		
胚	pʰei	55		
鋪	pʰuɤ	55	～床	
頗	pʰu	55		
飄	pʰiɐɯ	55		
□	tei	55	一邊	
□	tiaŋ	55	樹枝的根部	
□	tie	55	盛	
□	tiu	55	躲藏	
□	tiɯ	55	尾～：尾巴	
□	tyɤ	55	茬兒	
□	təŋ	55	小坑兒	
丁	tiɪŋ	55		
丟	tiɯ	55		
中	təŋ	55	～央	
丹	taŋ	55		
低	tie	55		
倒	tɐɯ	55	□pa52～：摔倒	
冬	təŋ	55		
刀	tɐɯ	55		
刁	tiɐɯ	55		
叨	tɐɯ	55		
單	taŋ	55	簡～	
堆	tei	55		
墩	tə̃	55		
多	tu	55		
張	tiaŋ	55	量詞	
掂	tiẽ	55		
擔	taŋ	55	～任	
敦	tə̃	55		
晝	tu	55	西鄉音	
東	təŋ	55		
樁	tiɔŋ	55		
燈	tiɪŋ	55		
燉	təŋ	55		
爹	ta	55		
爹	tie	55		
疔	tiɪŋ	55		
癲	tiẽ	55		
登	tə̃	55		
盯	tiɪŋ	55		
瞪	tə̃	55		
端	tə̃	55		
篼	tu	55		
